Name,Type1,Type2,Biome,Dawn,Day,Dusk,Night
Masquerain,Bug,Flying,,20,20,20,20
Buizel,Water,Water,,20,20,20,20
Croagunk,Poison,Fighting,,20,20,20,20
Basculin (Red-Striped),Water,Water,,60,60,60,60
Basculin (Blue-Striped),Water,Water,,60,60,60,60
Axew,Dragon,Dragon,,20,20,20,20
Pawniard,Dark,Steel,,60,60,60,60
Chewtle,Water,Water,,10,10,10,10
Drednaw,Water,Rock,,10,10,10,10
Arrokuda,Water,Water,,40,40,40,40
Dreepy (Violet),Dragon,Ghost,,5,5,5,5
Tadbulb,Electric,Electric,,50,50,50,50
Shellder,Water,Water,,60,60,60,60
Magikarp,Water,Water,,60,60,60,60
Gyarados,Water,Flying,,5,5,5,5
Qwilfish,Water,Poison,,30,30,30,30
Luvdisc,Water,Water,,60,60,60,60
Buizel,Water,Water,,20,20,20,20
Clauncher (Violet),Water,Water,,60,60,60,60
Arrokuda,Water,Water,,60,60,60,60
Wattrel,Electric,Flying,,60,60,60,60
Finizen,Water,Water,,30,30,30,30
Stantler,Normal,Normal,,60,60,60,60
Makuhita,Fighting,Fighting,,30,30,30,30
Pawniard,Dark,Steel,,30,30,30,30
Litleo,Fire,Normal,,50,50,50,50
Skiddo,Grass,Grass,,50,50,50,50
Yungoos,Normal,Normal,,20,20,20,20
Gumshoos,Normal,Normal,,30,30,30,30
Rookidee,Flying,Flying,,30,30,30,30
Corvisquire,Flying,Flying,,30,30,30,30
Nacli,Rock,Rock,,60,60,60,60
Charcadet,Fire,Fire,,1,1,1,1
Slowpoke,Water,Psychic,,30,30,30,30
Shellder,Water,Water,,60,60,60,60
Buizel,Water,Water,,20,20,20,20
Shellos,Water,Ground (East Sea),,60,60,60,60
Crabrawler,Fighting,Fighting,,30,30,30,30
Sandygast,Ghost,Ground,,60,60,60,60
Pincurchin,Electric,Electric,,10,10,10,10
Wiglett,Water,Water,,60,60,60,60
Nacli,Rock,Rock,,15,15,15,15
Wattrel,Electric,Flying,,60,60,60,60
Skiploom,Grass,Flying,,20,20,20,20
Combee,Bug,Flying,,40,40,40,40
Spewpa,Bug,Bug,,30,30,30,30
Flabebe,Fairy,Fairy,,60,60,60,60
Flabebe,Fairy,Fairy,,60,60,60,60
Flabebe,Fairy,Fairy,,60,60,60,60
Flabebe,Fairy,Fairy,,60,60,60,60
Flabebe,Fairy,Fairy,,6,6,6,6
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,3,3,3,3
Fomantis,Grass,Grass,,60,60,60,60
Gastly,Ghost,Poison,,15,15,15,15
Bronzor,Steel,Psychic,,60,60,60,60
Tinkatink,Fairy,Steel,,15,15,15,15
Basculin (Red-Striped),Water,Water,,60,60,60,60
Basculin (Blue-Striped),Water,Water,,60,60,60,60
Basculin (Red-Striped),Water,Water,,60,60,60,60
Basculin (Blue-Striped),Water,Water,,60,60,60,60
