Name,Type1,Type2,Biome,Dawn,Day,Dusk,Night
Drakloak (Violet),Dragon,Ghost,,5,5,5,5
Bellibolt,Electric,Electric,,30,30,30,30
Flamigo,Flying,Fighting,,20,20,20,20
Donphan,Ground,Ground,,30,30,30,30
Camerupt,Fire,Ground,,20,20,20,20
Honchkrow,Dark,Flying,,0,0,20,20
Braviary,Normal,Flying,,15,15,15,15
Talonflame,Fire,Flying,,30,30,30,30
Gogoat,Grass,Grass,,30,30,30,30
Hawlucha,Fighting,Flying,,60,60,60,60
Lycanroc (Midnight),Rock,Rock,,20,20,20,20
Lokix,Bug,Dark,,30,30,30,30
Naclstack,Rock,Rock,,60,60,60,60
Garganacl,Rock,Rock,,10,10,10,10
Sandy Shocks (Scarlet),Electric,Ground,,15,15,15,15
Iron Thorns (Violet),Rock,Electric,,15,15,15,15
Chansey,Normal,Normal,,1,1,1,1
Espeon,Psychic,Psychic,,1,1,1,0
Pawmo,Electric,Fighting,,10,10,10,10
Dugtrio,Ground,Ground,,20,20,20,20
Umbreon,Dark,Dark,,0,0,0,1
Sneasel,Dark,Ice,,50,50,50,50
Sableye,Dark,Ghost,,20,20,20,20
Gabite,Dragon,Ground,,10,10,10,10
Weavile,Dark,Ice,,3,3,3,3
Deino (Scarlet),Dark,Dragon,,30,30,30,30
Zweilous (Scarlet),Dark,Dragon,,10,10,10,10
Lycanroc (Midnight),Rock,Rock,,20,20,20,20
Salazzle,Poison,Fire,,5,5,5,5
Glimmet,Rock,Poison,,1,1,1,1
Flutter Mane (Scarlet),Ghost,Fairy,,15,15,15,15
Iron Jugulis (Violet),Dark,Flying,,15,15,15,15
Chansey,Normal,Normal,,1,1,1,1
Espeon,Psychic,Psychic,,1,1,1,0
Pawmo,Electric,Fighting,,10,10,10,10
Golduck,Water,Water,,20,20,20,20
Vaporeon,Water,Water,,1,1,1,1
Floatzel,Water,Water,,10,10,10,10
Drakloak (Violet),Dragon,Ghost,,5,5,5,5
Dugtrio,Ground,Ground,,20,20,20,20
Umbreon,Dark,Dark,,0,0,0,1
Sneasel,Dark,Ice,,50,50,50,50
Sableye,Dark,Ghost,,20,20,20,20
Gabite,Dragon,Ground,,10,10,10,10
Weavile,Dark,Ice,,3,3,3,3
Zweilous (Scarlet),Dark,Dragon,,10,10,10,10
Lycanroc (Midnight),Rock,Rock,,20,20,20,20
Glimmet,Rock,Poison,,1,1,1,1
Flutter Mane (Scarlet),Ghost,Fairy,,15,15,15,15
Iron Jugulis (Violet),Dark,Flying,,15,15,15,15
Chansey,Normal,Normal,,1,1,1,1
Espeon,Psychic,Psychic,,1,1,1,0
Pawmo,Electric,Fighting,,10,10,10,10
Dugtrio,Ground,Ground,,20,20,20,20
Umbreon,Dark,Dark,,0,0,0,1
Sneasel,Dark,Ice,,50,50,50,50
Sableye,Dark,Ghost,,20,20,20,20
Gabite,Dragon,Ground,,10,10,10,10
Weavile,Dark,Ice,,3,3,3,3
Deino (Scarlet),Dark,Dragon,,30,30,30,30
Zweilous (Scarlet),Dark,Dragon,,10,10,10,10
Lycanroc (Midnight),Rock,Rock,,20,20,20,20
Salazzle,Poison,Fire,,5,5,5,5
Glimmet,Rock,Poison,,1,1,1,1
Flutter Mane (Scarlet),Ghost,Fairy,,15,15,15,15
Iron Jugulis (Violet),Dark,Flying,,15,15,15,15
Chansey,Normal,Normal,,1,1,1,1
Espeon,Psychic,Psychic,,1,1,1,0
Pawmo,Electric,Fighting,,10,10,10,10
Golduck,Water,Water,,20,20,20,20
Vaporeon,Water,Water,,1,1,1,1
Floatzel,Water,Water,,10,10,10,10
Drakloak (Violet),Dragon,Ghost,,5,5,5,5
Dugtrio,Ground,Ground,,20,20,20,20
Umbreon,Dark,Dark,,0,0,0,1
Sneasel,Dark,Ice,,50,50,50,50
Sableye,Dark,Ghost,,20,20,20,20
Gabite,Dragon,Ground,,10,10,10,10
Weavile,Dark,Ice,,3,3,3,3
Deino (Scarlet),Dark,Dragon,,30,30,30,30
Zweilous (Scarlet),Dark,Dragon,,10,10,10,10
Lycanroc (Midnight),Rock,Rock,,20,20,20,20
Salazzle,Poison,Fire,,5,5,5,5
Glimmet,Rock,Poison,,1,1,1,1
Flutter Mane (Scarlet),Ghost,Fairy,,15,15,15,15
Iron Jugulis (Violet),Dark,Flying,,15,15,15,15
Roaring Moon (Scarlet),Dragon,Dark,,5,5,5,5
Iron Valiant (Violet),Fairy,Fighting,,5,5,5,5
Dugtrio,Ground,Ground,,15,15,15,15
Dunsparce,Normal,Normal,,20,20,20,20
Gabite,Dragon,Ground,,30,30,30,30
Zweilous (Scarlet),Dark,Dragon,,20,20,20,20
Drakloak (Violet),Dragon,Ghost,,20,20,20,20
Garganacl,Rock,Rock,,20,20,20,20
Hypno,Psychic,Psychic,,20,20,20,20
Espathra,Psychic,Psychic,,5,5,5,5
Glimmora,Rock,Poison,,40,40,40,40
Dudunsparce,Normal,Normal,,2,2,2,2
Great Tusk (Scarlet),Ground,Fighting,,10,10,10,10
Scream Tail (Scarlet),Fairy,Psychic,,20,20,20,20
Scream Tail (Scarlet),Fairy,Psychic,,20,20,20,20
Brute Bonnet (Scarlet),Grass,Dark,,10,10,10,10
Flutter Mane (Scarlet),Ghost,Fairy,,3,3,3,3
Iron Treads (Violet),Ground,Steel,,10,10,10,10
Iron Bundle (Violet),Ice,Water,,20,20,20,20
Iron Bundle (Violet),Ice,Water,,20,20,20,20
Iron Hands (Violet),Fighting,Electric,,10,10,10,10
Iron Jugulis (Violet),Dark,Flying,,3,3,3,3
Roaring Moon (Scarlet),Dragon,Dark,,1,1,1,1
Iron Valiant (Violet),Fairy,Fighting,,1,1,1,1
