Name,Type1,Type2,Biome,Dawn,Day,Dusk,Night
Bergmite,Ice,Ice,,60,60,60,60
Avalugg,Ice,Ice,,20,20,20,20
Crabrawler,Fighting,Fighting,,2,2,2,2
Snom,Ice,Bug,,60,60,60,60
Frosmoth,Ice,Bug,,10,10,10,10
Greavard,Ghost,Ghost,,25,25,25,25
Houndstone,Ghost,Ghost,,10,10,10,10
Cetoddle,Ice,Ice,,60,60,60,60
Frigibax,Dragon,Ice,,1,1,1,1
Hariyama,Fighting,Fighting,,15,15,15,15
Grumpig,Psychic,Psychic,,20,20,20,20
Honchkrow,Dark,Flying,,0,0,20,20
Pyroar,Fire,Normal,,30,30,30,30
Pyroar,Fire,Normal,,30,30,30,30
Pyroar,Fire,Normal,,30,30,30,30
Gogoat,Grass,Grass,,30,30,30,30
Gumshoos,Normal,Normal,,30,30,30,30
Copperajah,Steel,Steel,,20,20,20,20
Lokix,Bug,Dark,,30,30,30,30
Naclstack,Rock,Rock,,60,60,60,60
Revavroom,Steel,Poison,,20,20,20,20
Haunter,Ghost,Poison,,0,0,0,50
Hypno,Psychic,Psychic,,20,20,20,20
Bronzong,Steel,Psychic,,20,20,20,20
Mimikyu,Ghost,Fairy,,10,10,10,10
Tinkatuff,Fairy,Steel,,15,15,15,15
Murkrow,Dark,Flying,,0,0,60,60
Delibird,Ice,Flying,,30,30,30,30
Kirlia,Psychic,Fairy,,50,50,50,0
Banette,Ghost,Ghost,,0,0,0,70
Drifblim (Scarlet),Ghost,Flying,,0,0,20,20
Snover,Grass,Ice,,50,50,50,50
Klefki,Steel,Fairy,,20,20,20,20
Magneton,Electric,Steel,,20,20,20,20
Chansey,Normal,Normal,,1,1,1,1
Flareon,Fire,Fire,,1,1,1,1
Misdreavus (Violet),Ghost,Ghost,,0,0,0,15
Sneasel,Dark,Ice,,60,60,60,60
Altaria,Dragon,Flying,,20,20,20,20
Snorunt,Ice,Ice,,10,10,10,10
Drifblim (Scarlet),Ghost,Flying,,0,0,30,30
Honchkrow,Dark,Flying,,0,0,20,20
Gallade,Psychic,Fighting,,1,1,1,0
Deerling,Normal,Grass,,90,90,90,90
Sawsbuck,Normal,Grass,,60,60,60,60
Cubchoo,Ice,Ice,,10,10,10,10
Rufflet,Normal,Flying,,25,25,25,25
Gogoat,Grass,Grass,,40,40,40,40
Lycanroc (Midday),Rock,Rock,,20,20,0,0
Lycanroc (Midnight),Rock,Rock,,0,0,0,20
Mudbray,Ground,Ground,,60,60,60,60
Mudsdale,Ground,Ground,,12,12,12,12
Greedent,Normal,Normal,,20,20,20,20
Lokix,Bug,Dark,,20,20,20,20
Pawmo,Electric,Fighting,,15,15,15,15
Scovillain,Grass,Fire,,10,10,10,10
Flittle,Psychic,Psychic,,60,60,60,60
Espathra,Psychic,Psychic,,20,20,20,20
Greavard,Ghost,Ghost,,30,30,30,30
Cetoddle,Ice,Ice,,50,50,50,50
Magneton,Electric,Steel,,3,3,3,3
Sneasel,Dark,Ice,,60,60,60,60
Delibird,Ice,Flying,,10,10,10,10
Gardevoir,Psychic,Fairy,,10,10,10,0
Snorunt,Ice,Ice,,20,20,20,20
Bronzong,Steel,Psychic,,20,20,20,20
Snover,Grass,Ice,,60,60,60,60
Abomasnow,Grass,Ice,,20,20,20,20
Glaceon,Ice,Ice,,1,1,1,1
Froslass,Ice,Ice,,2,2,2,2
Sawsbuck,Normal,Grass,,30,30,30,30
Cubchoo,Ice,Ice,,60,60,60,60
Beartic,Ice,Ice,,20,20,20,20
Cryogonal,Ice,Ice,,100,100,100,100
Bergmite,Ice,Ice,,60,60,60,60
Avalugg,Ice,Ice,,20,20,20,20
Crabrawler,Fighting,Fighting,,2,2,2,2
Greavard,Ghost,Ghost,,25,25,25,25
Cetoddle,Ice,Ice,,60,60,60,60
Frigibax,Dragon,Ice,,1,1,1,1
Psyduck,Water,Water,,60,60,60,60
Golduck,Water,Water,,20,20,20,20
Magikarp,Water,Water,,60,60,60,60
Vaporeon,Water,Water,,1,1,1,1
Misdreavus (Violet),Ghost,Ghost,,0,0,0,60
Whiscash,Water,Ground,,10,10,10,10
Basculin (Red-Striped),Water,Water,,60,60,60,60
Basculin (Blue-Striped),Water,Water,,60,60,60,60
Drednaw,Water,Rock,,10,10,10,10
Hattrem,Psychic,Psychic,,30,30,30,30
Dreepy (Violet),Dragon,Ghost,,15,15,15,15
Flamigo,Flying,Fighting,,10,10,10,10
Clodsire,Poison,Ground,,30,30,30,30
Psyduck,Water,Water,,60,60,60,60
Golduck,Water,Water,,20,20,20,20
Magikarp,Water,Water,,20,20,20,20
Vaporeon,Water,Water,,1,1,1,1
Floatzel,Water,Water,,10,10,10,10
Basculin (Red-Striped),Water,Water,,60,60,60,60
Basculin (Blue-Striped),Water,Water,,60,60,60,60
Drednaw,Water,Rock,,10,10,10,10
Barraskewda,Water,Water,,20,20,20,20
Dreepy (Violet),Dragon,Ghost,,5,5,5,5
Tadbulb,Electric,Electric,,50,50,50,50
Bellibolt,Electric,Electric,,5,5,5,5
Flamigo,Flying,Fighting,,12,12,12,12
Shellder,Water,Water,,60,60,60,60
Cloyster,Water,Ice,,10,10,10,10
Magikarp,Water,Water,,60,60,60,60
Gyarados,Water,Flying,,5,5,5,5
Qwilfish,Water,Poison,,30,30,30,30
Floatzel,Water,Water,,40,40,40,40
Skrelp (Scarlet),Poison,Water,,60,60,60,60
Clauncher (Violet),Water,Water,,60,60,60,60
Clawitzer (Violet),Water,Water,,20,20,20,20
Bergmite,Ice,Ice,,60,60,60,60
Avalugg,Ice,Ice,,20,20,20,20
Barraskewda,Water,Water,,20,20,20,20
Kilowattrel,Electric,Flying,,30,30,30,30
Finizen,Water,Water,,30,30,30,30
Hariyama,Fighting,Fighting,,15,15,15,15
Honchkrow,Dark,Flying,,0,0,20,20
Gogoat,Grass,Grass,,30,30,30,30
Gumshoos,Normal,Normal,,30,30,30,30
Copperajah,Steel,Steel,,20,20,20,20
Lokix,Bug,Dark,,30,30,30,30
Naclstack,Rock,Rock,,60,60,60,60
Dugtrio,Ground,Ground,,20,20,20,20
Umbreon,Dark,Dark,,0,0,0,1
Dunsparce,Normal,Normal,,5,5,5,5
Larvitar (Scarlet),Rock,Ground,,10,10,10,10
Hariyama,Fighting,Fighting,,10,10,10,10
Sableye,Dark,Ghost,,20,20,20,20
Snorunt,Ice,Ice,,70,70,70,70
Bagon (Violet),Dragon,Dragon,,10,10,10,10
Gabite,Dragon,Ground,,10,10,10,10
Deino (Scarlet),Dark,Dragon,,30,30,30,30
Gumshoos,Normal,Normal,,30,30,30,30
Salandit,Poison,Fire,,60,60,60,60
Salazzle,Poison,Fire,,5,5,5,5
Glimmet,Rock,Poison,,1,1,1,1
Frigibax,Dragon,Ice,,2,2,2,2
Chansey,Normal,Normal,,1,1,1,1
Jumpluff,Grass,Flying,,20,20,20,20
Sunflora,Grass,Grass,,30,30,30,0
Vespiquen,Bug,Flying,,20,20,20,20
Vivillon,Bug,Flying,,30,30,30,30
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,55,55,55,55
Floette,Fairy,Fairy,,3,3,3,3
Dolliv,Grass,Normal,,10,10,10,10
Hypno,Psychic,Psychic,,20,20,20,20
Bronzong,Steel,Psychic,,20,20,20,20
Tinkatuff,Fairy,Steel,,15,15,15,15
