Name,Type1,Type2,Biome,Dawn,Day,Dusk,Night
Clawitzer (Violet),Water,Water,Ocean,20,20,20,20
Barraskewda,Water,Water,Ocean,20,20,20,20
Kilowattrel,Electric,Flying,Ocean,30,30,30,30
Bombirdier,Flying,Dark,Ocean,40,40,40,40
Finizen,Water,Water,Ocean,30,30,30,30
Hariyama,Fighting,Fighting,Rocky Area,15,15,15,15
Honchkrow,Dark,Flying,Rocky Area,0,0,20,20
Gogoat,Grass,Grass,Rocky Area,30,30,30,30
Gumshoos,Normal,Normal,Rocky Area,30,30,30,30
Copperajah,Steel,Steel,Rocky Area,20,20,20,20
Lokix,Bug,Dark,Rocky Area,30,30,30,30
Naclstack,Rock,Rock,Rocky Area,60,60,60,60
Dugtrio,Ground,Ground,Cave,20,20,20,20
Umbreon,Dark,Dark,Cave,1,1,1,1
Dunsparce,Normal,Normal,Cave,5,5,5,5
Pupitar (Scarlet),Rock,Ground,Cave,10,10,10,10
Hariyama,Fighting,Fighting,Cave,10,10,10,10
Sableye,Dark,Ghost,Cave,20,20,20,20
Medicham,Fighting,Psychic,Cave,20,20,20,20
Shelgon (Violet),Dragon,Dragon,Cave,10,10,10,10
Gabite,Dragon,Ground,Cave,10,10,10,10
Deino (Scarlet),Dark,Dragon,Cave,30,30,30,30
Salandit,Poison,Fire,Cave,60,60,60,60
Salazzle,Poison,Fire,Cave,5,5,5,5
Toxtricity,Electric,Poison,Cave,15,15,15,15
Toxtricity,Electric,Poison,Cave,15,15,15,15
Glimmet,Rock,Poison,Cave,1,1,1,1
Chansey,Normal,Normal,Flower,1,1,1,1
Jumpluff,Grass,Flying,Flower,20,20,20,20
Sunflora,Grass,Grass,Flower,30,30,30,0
Vespiquen,Bug,Flying,Flower,20,20,20,20
Lilligant,Grass,Grass,Flower,5,5,5,5
Vivillon,Bug,Flying,Flower,30,30,30,30
Floette,Fairy,Fairy,Flower,55,55,55,55
Floette,Fairy,Fairy,Flower,55,55,55,55
Floette,Fairy,Fairy,Flower,55,55,55,55
Floette,Fairy,Fairy,Flower,55,55,55,55
Floette,Fairy,Fairy,Flower,3,3,3,3
Dolliv,Grass,Normal,Flower,10,10,10,10
Hypno,Psychic,Psychic,Ruins,20,20,20,20
Bronzong,Steel,Psychic,Ruins,20,20,20,20
Sinistea,Ghost,Ghost,Ruins,60,60,60,60
Tinkatuff,Fairy,Steel,Ruins,15,15,15,15
